Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Aston Villa,Fulham,1-0, Villa Park,http://www.premierleague.com/match/7736,2011/12,Andreas Weimann,90,,,,,,,24,41,10,4,9,11,2,3,444,435,51.2,48.8,16,7,6,1,15,9,635,626,2,0,0,0,Jonathan Moss,1331391600000,32372,,,,,"Shay Given,Stephen Warnock,Carlos Cuellar,James Collins,Alan Hutton,Chris Herd,Marc Albrighton,Stephen Ireland,Charles N'Zogbia,Stiliyan Petrov,Gabriel Agbonlahor","Gary Gardner,Barry Bannan,Andreas Weimann","Charles N'Zogbia,Chris Herd,Stiliyan Petrov","72,82,90","Andreas Weimann,Barry Bannan,Gary Gardner","72,82,90","Chris Herd,Stiliyan Petrov",,"Mark Schwarzer,Philippe Senderos,Stephen Kelly,Brede Hangeland,John Arne Riise,Clint Dempsey,Danny Murphy,Damien Duff,Pavel Pogrebnyak,Andrew Johnson,Mousa Dembélé","Mahamadou Diarra,Bryan Ruiz","Danny Murphy,Andrew Johnson","45,67","Mahamadou Diarra,Bryan Ruiz","45,67",,
Chelsea,Stoke,1-0, Stamford Bridge,http://www.premierleague.com/match/7738,2011/12,Didier Drogba,68,,,Juan Mata,68,,,33,52,14,1,12,15,2,0,538,210,71.4,28.6,23,8,8,0,19,12,741,390,1,2,0,1,Andre Marriner,1331391600000,40945,,,,,"Petr Cech,Gary Cahill,Branislav Ivanovic,Ashley Cole,John Terry,Ramires,Raul Meireles,John Obi Mikel,Frank Lampard,Didier Drogba,Salomon Kalou","David Luiz,Juan Mata,Daniel Sturridge","Raul Meireles,Branislav Ivanovic,John Obi Mikel","38,45,67","Juan Mata,David Luiz,Daniel Sturridge","38,45,67",John Obi Mikel,,"Asmir Begovic,Robert Huth,Marc Wilson,Andy Wilkinson,Ryan Shotton,Ryan Shawcross,Salif Diao,Dean Whitehead,Kenwyne Jones,Ricardo Fuller,Jonathan Walters","Matt Upson,Wilson Palacios,Cameron Jerome","Marc Wilson,Salif Diao,Kenwyne Jones","51,51,60","Matt Upson,Wilson Palacios,Cameron Jerome","51,51,60","Marc Wilson,Salif Diao",Ricardo Fuller
Sunderland,Liverpool,1-0, Stadium of Light,http://www.premierleague.com/match/7740,2011/12,Nicklas Bendtner,56,,,,,,,39,28,3,2,13,16,1,0,324,549,38.2,61.8,7,10,2,3,28,20,536,755,1,1,0,0,Anthony Taylor,1331391600000,41661,,,,,"Simon Mignolet,Michael Turner,John O'Shea,Phil Bardsley,Wayne Bridge,Sebastian Larsson,Craig Gardner,James McClean,Jack Colback,Nicklas Bendtner,Fraizer Campbell","David Vaughan,Connor Wickham","Fraizer Campbell,Nicklas Bendtner","75,84","David Vaughan,Connor Wickham","75,84",James McClean,,"Pepe Reina,Sebastián Coates,José Enrique,Martin Skrtel,Martin Kelly,Charlie Adam,Jay Spearing,Dirk Kuyt,Jordan Henderson,Craig Bellamy,Luis Suárez","Stewart Downing,Steven Gerrard,Andy Carroll","Charlie Adam,Craig Bellamy,Jordan Henderson","69,69,80","Andy Carroll,Steven Gerrard,Stewart Downing","69,69,80",Martin Skrtel,
Wolves,Blackburn,0-2, Molineux Stadium,http://www.premierleague.com/match/7741,2011/12,,,"David Junior Hoilett,David Junior Hoilett","43,69",,,Yakubu,69,34,37,3,4,10,10,3,3,439,300,60.1,39.9,14,14,3,5,21,24,656,530,1,2,0,0,Chris Foy,1331391600000,26121,,,,,"Wayne Hennessey,Sebastien Bassong,Ronald Zubar,Richard Stearman,David Davis,David Edwards,Stephen Ward,Matthew Jarvis,Jamie O'Hara,Steven Fletcher,Kevin Doyle","Nenad Milijas,Michael Kightly,Sylvan Ebanks-Blake","David Edwards,David Davis,Kevin Doyle","60,75,82","Michael Kightly,Nenad Milijas,Sylvan Ebanks-Blake","60,75,82",Steven Fletcher,,"Paul Robinson,Grant Hanley,Martin Olsson,Scott Dann,Marcus Olsson,Jason Lowe,David Junior Hoilett,Morten Gamst Pedersen,Mauro Formica,Steven Nzonzi,Yakubu",David Dunn,Morten Gamst Pedersen,75,David Dunn,75,"Grant Hanley,Morten Gamst Pedersen",
Newcastle,Sunderland,1-1, St James' Park,http://www.premierleague.com/match/7734,2011/12,Shola Ameobi,90,Nicklas Bendtner,24,Mike Williamson,90,,,21,53,18,4,14,15,1,2,439,258,63.1,36.9,30,8,5,4,20,23,678,488,5,4,0,2,Mike Dean,1330862400000,52388,,,,,"Tim Krul,Ryan Taylor,Fabricio Coloccini,Danny Simpson,Mike Williamson,Davide Santon,Jonás Gutiérrez,Cheick Tioté,Yohan Cabaye,Demba Ba,Papiss Demba Cissé","Hatem Ben Arfa,Peter Løvenkrands,Shola Ameobi","Davide Santon,Papiss Demba Cissé,Ryan Taylor","45,72,89","Hatem Ben Arfa,Shola Ameobi,Peter Løvenkrands","45,72,89","Danny Simpson,Mike Williamson,Cheick Tioté,Yohan Cabaye,Demba Ba",,"Simon Mignolet,Michael Turner,John O'Shea,Phil Bardsley,Sebastian Larsson,Lee Cattermole,Craig Gardner,James McClean,Kieran Richardson,Stéphane Sessegnon,Nicklas Bendtner","Wayne Bridge,Jack Colback,Fraizer Campbell","Nicklas Bendtner,Sebastian Larsson,Kieran Richardson","72,74,85","Fraizer Campbell,Jack Colback,Wayne Bridge","72,74,85","Lee Cattermole,Craig Gardner,James McClean,Fraizer Campbell","Lee Cattermole,Stéphane Sessegnon"
Fulham,Wolves,5-0, Craven Cottage,http://www.premierleague.com/match/7733,2011/12,"Pavel Pogrebnyak,Pavel Pogrebnyak,Clint Dempsey,Pavel Pogrebnyak,Clint Dempsey","36,44,56,61,83",,,"Damien Duff,Andrew Johnson,Danny Murphy,Mahamadou Diarra","36,44,56,83",,,18,22,7,7,7,10,4,1,567,390,58.2,41.8,27,13,12,1,13,19,751,579,1,2,0,0,Mike Jones,1330869900000,24034,,,,,"Mark Schwarzer,Philippe Senderos,Aaron Hughes,Brede Hangeland,John Arne Riise,Clint Dempsey,Danny Murphy,Damien Duff,Pavel Pogrebnyak,Andrew Johnson,Mousa Dembélé","Kerim Frei,Simon Davies,Mahamadou Diarra","Danny Murphy,Damien Duff,Pavel Pogrebnyak","69,80,86","Mahamadou Diarra,Simon Davies,Kerim Frei","69,80,86",Brede Hangeland,,"Wayne Hennessey,Kevin Foley,Ronald Zubar,Richard Stearman,Christophe Berra,Karl Henry,Michael Kightly,Stephen Ward,Matthew Jarvis,Jamie O'Hara,Kevin Doyle","Nenad Milijas,Stephen Hunt,Steven Fletcher","Karl Henry,Michael Kightly,Kevin Foley","19,61,84","Nenad Milijas,Steven Fletcher,Stephen Hunt","19,61,84","Ronald Zubar,Christophe Berra",
Spurs,Man Utd,1-3, White Hart Lane,http://www.premierleague.com/match/7735,2011/12,Jermain Defoe,87,"Wayne Rooney,Ashley Young,Ashley Young","45,60,69",,,"Ashley Young,Patrice Evra","45,69",17,59,7,3,10,10,1,0,510,475,52.1,47.9,18,6,6,5,13,19,710,676,1,2,0,0,Martin Atkinson,1330877400000,36034,,,,,"Brad Friedel,Kyle Walker,Benoit Assou-Ekotto,Ledley King,Younes Kaboul,Aaron Lennon,Jake Livermore,Sandro,Luka Modric,Louis Saha,Emmanuel Adebayor","Danny Rose,Niko Kranjcar,Jermain Defoe","Louis Saha,Sandro,Aaron Lennon","80,80,85","Jermain Defoe,Niko Kranjcar,Danny Rose","80,80,85",Sandro,,"David de Gea,Rio Ferdinand,Phil Jones,Jonny Evans,Patrice Evra,Nani,Paul Scholes,Michael Carrick,Ashley Young,Danny Welbeck,Wayne Rooney","Park Ji-Sung,Ryan Giggs","Paul Scholes,Nani","61,80","Ryan Giggs,Park Ji-Sung","61,80","Phil Jones,Jonny Evans",
Blackburn,Aston Villa,1-1, Ewood Park,http://www.premierleague.com/match/7726,2011/12,David Dunn,85,Charles N'Zogbia,24,Bradley Orr,85,Carlos Cuellar,24,22,49,4,8,10,5,1,2,435,363,54.7,45.3,15,16,4,5,19,25,657,599,1,0,0,0,Howard Webb,1330786800000,20717,,,,,"Paul Robinson,Grant Hanley,Martin Olsson,Bradley Orr,Scott Dann,David Junior Hoilett,Radosav Petrovic,Steven Nzonzi,Morten Gamst Pedersen,Mauro Formica,Yakubu","David Dunn,Marcus Olsson","Mauro Formica,Radosav Petrovic","45,45","David Dunn,Marcus Olsson","45,45",Morten Gamst Pedersen,,"Shay Given,Stephen Warnock,Carlos Cuellar,James Collins,Alan Hutton,Stiliyan Petrov,Chris Herd,Stephen Ireland,Marc Albrighton,Charles N'Zogbia,Gabriel Agbonlahor","Gary Gardner,Barry Bannan,Andreas Weimann","Charles N'Zogbia,Chris Herd,Marc Albrighton","75,75,90","Barry Bannan,Gary Gardner,Andreas Weimann","75,75,90",,
Man City,Bolton,2-0, Etihad Stadium,http://www.premierleague.com/match/7728,2011/12,"Grétar Steinsson (og),Mario Balotelli","23,69",,,Adam Johnson,69,,,21,21,7,4,14,7,2,0,596,316,64.4,35.6,24,8,8,5,17,19,788,483,0,0,0,0,Mark Clattenburg,1330786800000,47219,,,,,"Joe Hart,Pablo Zabaleta,Joleon Lescott,Vincent Kompany,Gaël Clichy,Samir Nasri,Adam Johnson,Gareth Barry,David Pizarro,Yaya Touré,Mario Balotelli","Kolo Touré,James Milner,Edin Dzeko","Pablo Zabaleta,David Pizarro,Samir Nasri","20,62,85","Kolo Touré,Edin Dzeko,James Milner","20,62,85",,,"Adam Bogdan,Sam Ricketts,David Wheater,Grétar Steinsson,Zat Knight,Tim Ream,Ryo Miyaichi,Mark Davies,Nigel Reo-Coker,Darren Pratley,David N'Gog",Fabrice Muamba,Darren Pratley,87,Fabrice Muamba,87,,
QPR,Everton,1-1, Kiyan Prince Foundation Stadium,http://www.premierleague.com/match/7729,2011/12,Bobby Zamora,36,Royston Drenthe,31,Ákos Buzsáky,36,Steven Pienaar,31,35,33,7,7,18,16,0,3,310,319,49.1,50.9,22,9,5,2,16,16,520,527,1,2,0,0,Kevin Friend,1330786800000,18033,,,,,"Paddy Kenny,Anton Ferdinand,Nedum Onuoha,Armand Traore,Clint Hill,Ákos Buzsáky,Adel Taarabt,Shaun Derry,Shaun Wright-Phillips,Joey Barton,Bobby Zamora",Jamie Mackie,Adel Taarabt,81,Jamie Mackie,81,Shaun Derry,,"Tim Howard,Leighton Baines,Sylvain Distin,Tony Hibbert,John Heitinga,Marouane Fellaini,Phil Neville,Royston Drenthe,Steven Pienaar,Tim Cahill,Denis Stracqualursi","Séamus Coleman,Leon Osman,Nikica Jelavic","Royston Drenthe,Tim Cahill,Denis Stracqualursi","63,63,89","Leon Osman,Nikica Jelavic,Séamus Coleman","63,63,89","Royston Drenthe,Steven Pienaar",
Stoke,Norwich,1-0, bet365 Stadium,http://www.premierleague.com/match/7730,2011/12,Matthew Etherington,72,,,Cameron Jerome,72,,,47,50,8,2,12,17,4,0,282,324,47.9,52.1,12,8,4,3,10,13,513,523,0,2,0,0,Michael Oliver,1330786800000,27483,,,,,"Asmir Begovic,Robert Huth,Andy Wilkinson,Marc Wilson,Ryan Shotton,Ryan Shawcross,Glenn Whelan,Matthew Etherington,Dean Whitehead,Peter Crouch,Jonathan Walters","Jermaine Pennant,Cameron Jerome,Kenwyne Jones","Andy Wilkinson,Jonathan Walters,Peter Crouch","25,69,70","Jermaine Pennant,Cameron Jerome,Kenwyne Jones","25,69,70",,,"John Ruddy,Russell Martin,Elliott Ward,Kyle Naughton,Zak Whitbread,Bradley Johnson,Elliott Bennett,Andrew Surman,Anthony Pilkington,Jonny Howson,Grant Holt","David Fox,Simeon Jackson,Aaron Wilbraham","Anthony Pilkington,Jonny Howson,Bradley Johnson","45,75,79","Simeon Jackson,Aaron Wilbraham,David Fox","45,75,79","Elliott Bennett,Jonny Howson",
West Brom,Chelsea,1-0, The Hawthorns,http://www.premierleague.com/match/7731,2011/12,Gareth McAuley,82,,,Liam Ridgewell,82,,,25,40,14,4,9,10,2,1,359,440,45.7,54.3,25,13,7,2,22,19,571,658,3,1,0,0,Phil Dowd,1330786800000,24838,,,,,"Ben Foster,Liam Ridgewell,Jonas Olsson,Gareth McAuley,James Morrison,Jerome Thomas,Youssouf Mulumbu,Steven Reid,Keith Andrews,Marc-Antoine Fortuné,Peter Odemwingie","Gabriel Tamas,Chris Brunt,Shane Long","Steven Reid,Jerome Thomas,Marc-Antoine Fortuné","57,64,84","Gabriel Tamas,Chris Brunt,Shane Long","57,64,84","Liam Ridgewell,Keith Andrews,Chris Brunt",,"Petr Cech,Gary Cahill,Branislav Ivanovic,David Luiz,Ashley Cole,Ramires,Michael Essien,Frank Lampard,Daniel Sturridge,Juan Mata,Didier Drogba","Raul Meireles,Florent Malouda,Fernando Torres","Daniel Sturridge,Michael Essien,Branislav Ivanovic","64,76,84","Florent Malouda,Fernando Torres,Raul Meireles","64,76,84",Ashley Cole,
Wigan,Swansea,0-2, DW Stadium,http://www.premierleague.com/match/7732,2011/12,,,"Gylfi Sigurdsson,Gylfi Sigurdsson","45,54",,,Steven Caulker,45,14,37,10,3,14,8,1,2,395,384,51.1,48.9,16,12,2,6,21,22,589,618,2,2,0,1,Andre Marriner,1330786800000,19001,,,,,"Ali Al Habsi,Maynor Figueroa,Emmerson Boyce,Antolin Alcaraz,Gary Caldwell,Jordi Gómez,James McArthur,James McCarthy,Jean Beausejour,Conor Sammon,Franco Di Santo","Mohamed Diamé,Victor Moses,Hugo Rodallega","Conor Sammon,James McArthur,Maynor Figueroa","45,45,68","Mohamed Diamé,Victor Moses,Hugo Rodallega","45,45,68","Jordi Gómez,Mohamed Diamé",,"Michel Vorm,Angel Rangel,Ashley Williams,Steven Caulker,Neil Taylor,Nathan Dyer,Leon Britton,Gylfi Sigurdsson,Joe Allen,Danny Graham,Scott Sinclair","Alan Tate,Luke Moore","Gylfi Sigurdsson,Danny Graham","63,75","Alan Tate,Luke Moore","63,75","Angel Rangel,Ashley Williams",Nathan Dyer
Liverpool,Arsenal,1-2, Anfield,http://www.premierleague.com/match/7727,2011/12,Laurent Koscielny (og),23,"Robin van Persie,Robin van Persie","31,90",,,"Bacary Sagna,Alexandre Song","31,90",14,39,12,0,10,10,6,1,466,412,54.0,46.0,12,10,4,7,25,21,676,636,0,1,0,0,Mark Halsey,1330778700000,44922,,,,,"Pepe Reina,Jamie Carragher,José Enrique,Martin Skrtel,Martin Kelly,Jordan Henderson,Jay Spearing,Charlie Adam,Stewart Downing,Dirk Kuyt,Luis Suárez","Craig Bellamy,Andy Carroll","Stewart Downing,Jay Spearing","88,90","Craig Bellamy,Andy Carroll","88,90",,,"Wojciech Szczesny,Kieran Gibbs,Bacary Sagna,Laurent Koscielny,Thomas Vermaelen,Yossi Benayoun,Tomas Rosicky,Mikel Arteta,Theo Walcott,Alexandre Song,Robin van Persie","Alex Oxlade-Chamberlain,Abou Diaby,Gervinho","Mikel Arteta,Yossi Benayoun,Abou Diaby","53,74,81","Abou Diaby,Gervinho,Alex Oxlade-Chamberlain","53,74,81",Thomas Vermaelen,
Man City,Blackburn,3-0, Etihad Stadium,http://www.premierleague.com/match/7718,2011/12,"Mario Balotelli,Sergio Agüero,Edin Dzeko","30,52,81",,,"Aleksandar Kolarov,Aleksandar Kolarov","30,81",,,19,24,10,3,8,10,2,0,748,208,77.7,22.3,28,5,9,1,13,12,944,351,0,2,0,0,Mike Jones,1330191000000,46782,,,,,"Joe Hart,Joleon Lescott,Pablo Zabaleta,Vincent Kompany,Aleksandar Kolarov,Yaya Touré,Adam Johnson,David Silva,Nigel de Jong,Sergio Agüero,Mario Balotelli","David Pizarro,James Milner,Edin Dzeko","Adam Johnson,Mario Balotelli,Yaya Touré","71,79,86","David Pizarro,Edin Dzeko,James Milner","71,79,86",,,"Paul Robinson,Grant Hanley,Martin Olsson,Bradley Orr,Scott Dann,Marcus Olsson,David Junior Hoilett,Radosav Petrovic,Morten Gamst Pedersen,Mauro Formica,Yakubu","Steven Nzonzi,Rubén Rochina","Mauro Formica,Radosav Petrovic","70,70","Rubén Rochina,Steven Nzonzi","70,70","Grant Hanley,Bradley Orr",
Arsenal,Spurs,5-2, Emirates Stadium,http://www.premierleague.com/match/7723,2011/12,"Bacary Sagna,Robin van Persie,Tomas Rosicky,Theo Walcott,Theo Walcott","40,43,51,65,68","Louis Saha,Emmanuel Adebayor","4,34","Mikel Arteta,Bacary Sagna,Robin van Persie,Alexandre Song","40,51,65,68",Emmanuel Adebayor,4,23,22,7,5,16,12,0,2,489,368,56.9,43.1,23,11,8,5,27,33,713,594,3,2,0,1,Mike Dean,1330263000000,60106,,,,,"Wojciech Szczesny,Kieran Gibbs,Bacary Sagna,Laurent Koscielny,Thomas Vermaelen,Yossi Benayoun,Tomas Rosicky,Alexandre Song,Theo Walcott,Mikel Arteta,Robin van Persie","Carl Jenkinson,Alex Oxlade-Chamberlain,Gervinho","Kieran Gibbs,Theo Walcott,Yossi Benayoun","75,82,88","Carl Jenkinson,Alex Oxlade-Chamberlain,Gervinho","75,82,88","Laurent Koscielny,Mikel Arteta,Robin van Persie",,"Brad Friedel,Ledley King,Kyle Walker,Benoit Assou-Ekotto,Younes Kaboul,Gareth Bale,Niko Kranjcar,Scott Parker,Luka Modric,Louis Saha,Emmanuel Adebayor","Michael Dawson,Rafael van der Vaart,Sandro","Louis Saha,Niko Kranjcar,Ledley King","45,45,82","Rafael van der Vaart,Sandro,Michael Dawson","45,45,82","Scott Parker,Luka Modric,Sandro",
Norwich,Man Utd,1-2, Carrow Road,http://www.premierleague.com/match/7724,2011/12,Grant Holt,83,"Paul Scholes,Ryan Giggs","7,90",Zak Whitbread,83,"Nani,Ashley Young","7,90",24,38,4,4,9,11,0,2,447,592,43.4,56.6,16,11,5,7,13,13,626,793,1,2,0,0,Andre Marriner,1330263000000,26811,,,,,"John Ruddy,Adam Drury,Elliott Ward,Kyle Naughton,Zak Whitbread,Bradley Johnson,David Fox,Andrew Surman,Anthony Pilkington,Grant Holt,Simeon Jackson","Elliott Bennett,Wes Hoolahan,Aaron Wilbraham","Simeon Jackson,Bradley Johnson,Anthony Pilkington","45,63,70","Wes Hoolahan,Elliott Bennett,Aaron Wilbraham","45,63,70",Bradley Johnson,,"David de Gea,Rio Ferdinand,Phil Jones,Jonny Evans,Patrice Evra,Michael Carrick,Ryan Giggs,Paul Scholes,Nani,Danny Welbeck,Chicharito","Chris Smalling,Ashley Young","Chicharito,Ryan Giggs","63,90","Ashley Young,Chris Smalling","63,90","Rio Ferdinand,Jonny Evans",
Stoke,Swansea,2-0, bet365 Stadium,http://www.premierleague.com/match/7725,2011/12,"Matt Upson,Peter Crouch","24,39",,,"Matthew Etherington,Ryan Shotton","24,39",,,43,26,8,4,14,8,0,0,194,617,26.4,73.6,9,9,2,2,28,26,418,829,1,0,0,0,Howard Webb,1330268400000,26678,,,,,"Asmir Begovic,Andy Wilkinson,Ryan Shotton,Marc Wilson,Matt Upson,Ryan Shawcross,Matthew Etherington,Glenn Whelan,Dean Whitehead,Peter Crouch,Jonathan Walters","Rory Delap,Wilson Palacios,Cameron Jerome","Matthew Etherington,Peter Crouch,Ryan Shotton","68,88,88","Cameron Jerome,Rory Delap,Wilson Palacios","68,88,88",Ryan Shawcross,,"Gerhard Tremmel,Angel Rangel,Steven Caulker,Ashley Williams,Neil Taylor,Gylfi Sigurdsson,Leon Britton,Nathan Dyer,Joe Allen,Scott Sinclair,Danny Graham","Josh McEachran,Luke Moore","Nathan Dyer,Scott Sinclair","71,71","Josh McEachran,Luke Moore","71,71",,
Chelsea,Bolton,3-0, Stamford Bridge,http://www.premierleague.com/match/7717,2011/12,"David Luiz,Didier Drogba,Frank Lampard","48,61,79",,,"Frank Lampard,Juan Mata","61,79",,,32,39,14,7,8,14,4,2,458,314,59.1,40.9,26,11,13,1,22,16,688,548,0,1,0,0,Michael Oliver,1330182000000,40999,,,,,"Petr Cech,Gary Cahill,David Luiz,Ashley Cole,Branislav Ivanovic,Michael Essien,Ramires,Frank Lampard,Daniel Sturridge,Juan Mata,Didier Drogba","John Obi Mikel,Salomon Kalou,Fernando Torres","Didier Drogba,Daniel Sturridge,Ramires","76,80,88","Fernando Torres,Salomon Kalou,John Obi Mikel","76,80,88",,,"Adam Bogdan,Sam Ricketts,David Wheater,Grétar Steinsson,Tim Ream,Ryo Miyaichi,Darren Pratley,Nigel Reo-Coker,Fabrice Muamba,David N'Gog,Tuncay Sanli","Chris Eagles,Marvin Sordell","David N'Gog,Tuncay Sanli","66,75","Marvin Sordell,Chris Eagles","66,75",Darren Pratley,
Newcastle,Wolves,2-2, St James' Park,http://www.premierleague.com/match/7719,2011/12,"Papiss Demba Cissé,Jonás Gutiérrez","6,18","Matthew Jarvis,Kevin Doyle","50,66",,,Kevin Doyle,50,26,25,3,3,8,8,4,2,421,490,45.8,54.2,15,10,5,4,17,23,598,688,1,1,0,0,Peter Walton,1330182000000,52287,,,,,"Tim Krul,Ryan Taylor,Fabricio Coloccini,Danny Simpson,Mike Williamson,Davide Santon,Jonás Gutiérrez,Yohan Cabaye,Cheick Tioté,Demba Ba,Papiss Demba Cissé","Danny Guthrie,Hatem Ben Arfa,Shola Ameobi","Papiss Demba Cissé,Ryan Taylor,Cheick Tioté","65,66,81","Hatem Ben Arfa,Danny Guthrie,Shola Ameobi","65,66,81",Shola Ameobi,,"Wayne Hennessey,Kevin Foley,Richard Stearman,Ronald Zubar,Christophe Berra,Karl Henry,Matthew Jarvis,David Edwards,Jamie O'Hara,Stephen Ward,Kevin Doyle","Nenad Milijas,Michael Kightly,Stephen Hunt","Jamie O'Hara,Matthew Jarvis,Kevin Foley","71,86,90","Michael Kightly,Stephen Hunt,Nenad Milijas","71,86,90",Christophe Berra,
QPR,Fulham,0-1, Kiyan Prince Foundation Stadium,http://www.premierleague.com/match/7720,2011/12,,,Pavel Pogrebnyak,7,,,Mousa Dembélé,7,33,28,6,5,17,14,2,4,394,513,44.2,55.8,17,8,7,2,20,20,594,709,0,4,1,0,Phil Dowd,1330182000000,18015,,,,,"Paddy Kenny,Anton Ferdinand,Nedum Onuoha,Taye Taiwo,Clint Hill,Samba Diakité,Shaun Wright-Phillips,Jamie Mackie,Adel Taarabt,Joey Barton,Bobby Zamora","Armand Traore,Ákos Buzsáky","Taye Taiwo,Shaun Wright-Phillips","72,83","Armand Traore,Ákos Buzsáky","72,83",Samba Diakité,,"Mark Schwarzer,Stephen Kelly,Aaron Hughes,Brede Hangeland,John Arne Riise,Clint Dempsey,Danny Murphy,Bryan Ruiz,Pavel Pogrebnyak,Andrew Johnson,Mousa Dembélé","Chris Baird,Dickson Etuhu,Damien Duff","Danny Murphy,Bryan Ruiz,Andrew Johnson","74,79,82","Chris Baird,Damien Duff,Dickson Etuhu","74,79,82","John Arne Riise,Pavel Pogrebnyak,Mousa Dembélé,Chris Baird",
West Brom,Sunderland,4-0, The Hawthorns,http://www.premierleague.com/match/7721,2011/12,"Peter Odemwingie,James Morrison,Peter Odemwingie,Keith Andrews","3,41,48,90",,,"Youssouf Mulumbu,Jerome Thomas,Marc-Antoine Fortuné,Graham Dorrans","3,41,48,90",,,10,38,7,0,6,8,3,1,565,369,60.6,39.4,20,10,10,3,17,20,777,583,1,1,0,0,Chris Foy,1330182000000,25311,,,,,"Ben Foster,Liam Ridgewell,Gareth McAuley,Jonas Olsson,James Morrison,Steven Reid,Youssouf Mulumbu,Jerome Thomas,Keith Andrews,Marc-Antoine Fortuné,Peter Odemwingie","Nicky Shorey,Graham Dorrans,Shane Long","Jerome Thomas,Youssouf Mulumbu,Peter Odemwingie","65,77,82","Graham Dorrans,Nicky Shorey,Shane Long","65,77,82",Graham Dorrans,,"Simon Mignolet,Michael Turner,John O'Shea,Phil Bardsley,Sebastian Larsson,Lee Cattermole,Craig Gardner,James McClean,Jack Colback,Kieran Richardson,Stéphane Sessegnon","Wayne Bridge,Fraizer Campbell,Nicklas Bendtner","Jack Colback,Kieran Richardson,Sebastian Larsson","45,45,59","Fraizer Campbell,Nicklas Bendtner,Wayne Bridge","45,45,59",John O'Shea,
Wigan,Aston Villa,0-0, DW Stadium,http://www.premierleague.com/match/7722,2011/12,,,,,,,,,16,43,14,7,9,10,2,1,397,249,60.7,39.3,18,10,2,3,13,22,594,469,0,5,0,0,Kevin Friend,1330182000000,20601,,,,,"Ali Al Habsi,Emmerson Boyce,Antolin Alcaraz,Maynor Figueroa,Gary Caldwell,James McCarthy,Jordi Gómez,Jean Beausejour,Victor Moses,James McArthur,Franco Di Santo","Albert Crusat,Mohamed Diamé,Hugo Rodallega","Jordi Gómez,James McCarthy,Victor Moses","66,79,89","Hugo Rodallega,Mohamed Diamé,Albert Crusat","66,79,89",,,"Shay Given,Stephen Warnock,Carlos Cuellar,James Collins,Alan Hutton,Marc Albrighton,Gary Gardner,Barry Bannan,Robbie Keane,Darren Bent,Gabriel Agbonlahor","Stephen Ireland,Charles N'Zogbia,Emile Heskey","Marc Albrighton,Gary Gardner,Darren Bent","71,74,79","Emile Heskey,Stephen Ireland,Charles N'Zogbia","71,74,79","Carlos Cuellar,James Collins,Alan Hutton,Marc Albrighton,Gabriel Agbonlahor",
Spurs,Newcastle,5-0, White Hart Lane,http://www.premierleague.com/match/7714,2011/12,"Benoit Assou-Ekotto,Louis Saha,Louis Saha,Niko Kranjcar,Emmanuel Adebayor","4,6,20,34,64",,,"Emmanuel Adebayor,Emmanuel Adebayor,Emmanuel Adebayor,Emmanuel Adebayor,Louis Saha","4,6,20,34,64",,,20,13,4,3,7,9,5,0,676,347,65.4,34.6,18,8,7,2,17,20,875,514,2,1,0,0,Andre Marriner,1328981400000,36176,,,,,"Brad Friedel,Michael Dawson,Ledley King,Kyle Walker,Benoit Assou-Ekotto,Niko Kranjcar,Gareth Bale,Scott Parker,Luka Modric,Louis Saha,Emmanuel Adebayor","Ryan Nelsen,Aaron Lennon,Jermain Defoe","Gareth Bale,Louis Saha,Ledley King","67,68,75","Aaron Lennon,Jermain Defoe,Ryan Nelsen","67,68,75","Kyle Walker,Scott Parker",,"Tim Krul,Fabricio Coloccini,James Perch,Danny Simpson,Mike Williamson,Davide Santon,Gabriel Obertan,Jonás Gutiérrez,Danny Guthrie,Demba Ba,Papiss Demba Cissé","Shane Ferguson,Dan Gosling,Peter Løvenkrands","Gabriel Obertan,Papiss Demba Cissé,Danny Guthrie","45,68,86","Shane Ferguson,Dan Gosling,Peter Løvenkrands","45,68,86",Dan Gosling,
