Home,Away,score,stadium,matchlink,Season,Home_goal,Home_goal_times,Away_goal,Away_goal_times,Home_assist,Home_assist_times,Away_assist,Away_assist_times,Home_Clearances,Away_Clearances,Home_Corners,Away_Corners,Home_Fouls conceded,Away_Fouls conceded,Home_Offsides,Away_Offsides,Home_Passes,Away_Passes,Home_Possession %,Away_Possession %,Home_Shots,Away_Shots,Home_Shots on target,Away_Shots on target,Home_Tackles,Away_Tackles,Home_Touches,Away_Touches,Home_Yellow cards,Away_Yellow cards,Home_Red cards,Away_Red cards,Referee,Match_Date,Attendance,Home_formation,Away_formation,Home_captain,Away_captain,Home_starting_lineup,Home_subs_lineup,Home_subout,Home_subout_time,Home_subin,Home_subin_time,Home_yellow,Home_red,Away_starting_lineup,Away_subs_lineup,Away_subout,Away_subout_time,Away_subin,Away_subin_time,Away_yellow,Away_red
Man City,Chelsea,2-1, Etihad Stadium,http://www.premierleague.com/match/46731,2019/20,"Kevin De Bruyne,Riyad Mahrez","29,37",N'Golo Kanté,21,Rodrigo,37,Mateo Kovacic,21,12.0,23.0,8.0,2.0,5.0,9.0,3.0,4.0,558.0,644.0,46.7,53.3,15.0,11.0,4.0,2.0,15.0,15.0,728.0,821.0,1.0,1.0,0.0,0.0,Martin Atkinson,1574530200000.0,54486.0,4-3-3,4-3-3,David Silva,César Azpilicueta,"Ederson,Fernandinho,João Cancelo,Benjamin Mendy,John Stones,Kevin De Bruyne,David Silva,Rodrigo,Raheem Sterling,Riyad Mahrez,Sergio Agüero","Claudio Bravo,Angeliño,Kyle Walker,Nicolás Otamendi,Ilkay Gündogan,Phil Foden,Gabriel Jesus","Rodrigo,David Silva,Sergio Agüero","52,67,77","Ilkay Gündogan,Phil Foden,Gabriel Jesus","52,67,77",Ilkay Gündogan,,"Kepa Arrizabalaga,César Azpilicueta,Kurt Zouma,Fikayo Tomori,Emerson,Mateo Kovacic,N'Golo Kanté,Jorginho,Tammy Abraham,Willian,Christian Pulisic","Willy Caballero,Andreas Christensen,Reece James,Mason Mount,Pedro,Olivier Giroud,Michy Batshuayi","Emerson,Tammy Abraham,Jorginho","59,73,74","Reece James,Michy Batshuayi,Mason Mount","59,73,74",Jorginho,
Sheffield Utd,Man Utd,3-3, Bramall Lane,http://www.premierleague.com/match/46732,2019/20,"John Fleck,Lys Mousset,Oliver McBurnie","19,52,90","Brandon Williams,Mason Greenwood,Marcus Rashford","72,77,79","John Fleck,Callum Robinson","52,90","Marcus Rashford,Daniel James","77,79",21.0,21.0,6.0,3.0,13.0,10.0,3.0,1.0,383.0,587.0,40.6,59.4,12.0,11.0,8.0,5.0,13.0,10.0,580.0,789.0,1.0,2.0,0.0,0.0,Andre Marriner,1574613000000.0,32024.0,3-5-2,3-4-2-1,Oliver Norwood,Harry Maguire,"Simon Moore,Chris Basham,Jack O'Connell,Phil Jagielka,Oliver Norwood,John Fleck,Enda Stevens,John Lundstram,George Baldock,David McGoldrick,Lys Mousset","Michael Verrips,Muhamed Besic,Luke Freeman,Ben Osborn,Billy Sharp,Callum Robinson,Oliver McBurnie","Lys Mousset,David McGoldrick,Chris Basham","68,78,83","Oliver McBurnie,Billy Sharp,Callum Robinson","68,78,83",John Lundstram,,"David de Gea,Victor Lindelöf,Harry Maguire,Phil Jones,Fred,Andreas Pereira,Brandon Williams,Aaron Wan-Bissaka,Anthony Martial,Daniel James,Marcus Rashford","Lee Grant,Axel Tuanzebe,Ashley Young,Jesse Lingard,Juan Mata,James Garner,Mason Greenwood","Phil Jones,Andreas Pereira,Anthony Martial","45,73,85","Jesse Lingard,Mason Greenwood,Axel Tuanzebe","45,73,85","Brandon Williams,Aaron Wan-Bissaka",
West Ham,Spurs,2-3, London Stadium,http://www.premierleague.com/match/46734,2019/20,"Michail Antonio,Angelo Ogbonna","73,90","Son Heung-Min,Lucas Moura,Harry Kane","36,43,49","Mark Noble,Robert Snodgrass","73,90","Dele Alli,Son Heung-Min,Serge Aurier","36,43,49",13.0,15.0,3.0,7.0,12.0,14.0,4.0,6.0,407.0,471.0,47.1,52.9,11.0,15.0,4.0,6.0,18.0,19.0,612.0,655.0,3.0,2.0,0.0,0.0,Michael Oliver,1574512200000.0,59930.0,4-4-1-1,4-2-3-1,Mark Noble,Harry Kane,"Roberto Jiménez,Issa Diop,Ryan Fredericks,Aaron Cresswell,Angelo Ogbonna,Declan Rice,Andriy Yarmolenko,Mark Noble,Felipe Anderson,Robert Snodgrass,Sébastien Haller","David Martin,Fabián Balbuena,Pablo Zabaleta,Michail Antonio,Pablo Fornals,Carlos Sánchez,Albian Ajeti","Felipe Anderson,Andriy Yarmolenko,Issa Diop","45,56,64","Michail Antonio,Pablo Fornals,Carlos Sánchez","45,56,64","Issa Diop,Ryan Fredericks,Robert Snodgrass",,"Paulo Gazzaniga,Davinson Sánchez,Toby Alderweireld,Serge Aurier,Ben Davies,Dele Alli,Harry Winks,Son Heung-Min,Eric Dier,Lucas Moura,Harry Kane","Brandon Austin,Kyle Walker-Peters,Danny Rose,Juan Foyth,Christian Eriksen,Moussa Sissoko,Giovani Lo Celso","Ben Davies,Dele Alli,Lucas Moura","75,79,82","Danny Rose,Christian Eriksen,Moussa Sissoko","75,79,82","Ben Davies,Harry Kane",
Bournemouth,Wolves,1-2, Vitality Stadium,http://www.premierleague.com/match/46727,2019/20,Steve Cook,59,"João Moutinho,Raúl Jiménez","21,31",Ryan Fraser,59,Adama Traoré,31,18.0,27.0,5.0,9.0,10.0,12.0,0.0,4.0,443.0,509.0,46.6,53.4,9.0,18.0,2.0,8.0,9.0,11.0,608.0,689.0,2.0,1.0,1.0,0.0,Simon Hooper,1574521200000.0,10539.0,3-4-3,3-4-3,Simon Francis,Conor Coady,"Aaron Ramsdale,Steve Cook,Nathan Aké,Simon Francis,Philip Billing,Adam Smith,Diego Rico,Lewis Cook,Callum Wilson,Harry Wilson,Ryan Fraser","Artur Boruc,Jack Stacey,Chris Mepham,Dan Gosling,Jefferson Lerma,Dominic Solanke,Arnaut Danjuma Groeneveld","Harry Wilson,Philip Billing,Lewis Cook","45,45,76","Arnaut Danjuma Groeneveld,Jefferson Lerma,Dan Gosling","45,45,76","Simon Francis,Philip Billing,Diego Rico",,"Rui Patrício,Leander Dendoncker,Conor Coady,Romain Saïss,Jonny,Rúben Neves,João Moutinho,Matt Doherty,Adama Traoré,Diogo Jota,Raúl Jiménez","John Ruddy,Jesús Vallejo,Rúben Vinagre,Maximilian Kilman,Taylor Perry,Pedro Neto,Patrick Cutrone",Diogo Jota,89,Rúben Vinagre,89,Romain Saïss,
Arsenal,Southampton,2-2, Emirates Stadium,http://www.premierleague.com/match/46725,2019/20,"Alexandre Lacazette,Alexandre Lacazette","18,90","Danny Ings,James Ward-Prowse","8,71",,,Ryan Bertrand,8,17.0,21.0,6.0,8.0,13.0,19.0,2.0,1.0,487.0,316.0,61.0,39.0,12.0,21.0,5.0,6.0,25.0,18.0,729.0,540.0,6.0,2.0,0.0,0.0,Stuart Attwell,1574521200000.0,60295.0,3-4-1-2,4-4-2,Pierre-Emerick Aubameyang,Pierre-Emile Højbjerg,"Bernd Leno,David Luiz,Calum Chambers,Sokratis,Héctor Bellerín,Matteo Guendouzi,Kieran Tierney,Lucas Torreira,Pierre-Emerick Aubameyang,Alexandre Lacazette,Mesut Özil","Emiliano Martínez,Shkodran Mustafi,Joseph Willock,Gabriel Martinelli,Ainsley Maitland-Niles,Reiss Nelson,Nicolas Pépé","Calum Chambers,Héctor Bellerín,Lucas Torreira","45,83,83","Nicolas Pépé,Gabriel Martinelli,Joseph Willock","45,83,83","Sokratis,Matteo Guendouzi,Kieran Tierney,Lucas Torreira,Alexandre Lacazette,Nicolas Pépé",,"Alex McCarthy,Ryan Bertrand,Jan Bednarek,Jack Stephens,Cédric Soares,James Ward-Prowse,Nathan Redmond,Pierre-Emile Højbjerg,Stuart Armstrong,Danny Ings,Michael Obafemi","Angus Gunn,Yan Valery,Maya Yoshida,Oriol Romeu,Sofiane Boufal,Moussa Djenepo,Shane Long","Danny Ings,Michael Obafemi,Stuart Armstrong","73,76,86","Shane Long,Moussa Djenepo,Sofiane Boufal","73,76,86","Ryan Bertrand,Danny Ings",
Brighton,Leicester,0-2, Amex Stadium,http://www.premierleague.com/match/46728,2019/20,,,"Ayoze Pérez,Jamie Vardy","64,82",,,Jamie Vardy,64,11.0,22.0,6.0,7.0,9.0,1.0,2.0,1.0,458.0,418.0,52.6,47.4,7.0,19.0,0.0,9.0,11.0,17.0,650.0,594.0,2.0,0.0,0.0,0.0,Mike Dean,1574521200000.0,30640.0,3-4-2-1,4-1-4-1,Dale Stephens,Kasper Schmeichel,"Mat Ryan,Adam Webster,Shane Duffy,Dan Burn,Solly March,Martín Montoya,Davy Pröpper,Dale Stephens,Leandro Trossard,Aaron Mooy,Neal Maupay","David Button,Leon Balogun,Ezequiel Schelotto,Yves Bissouma,Pascal Groß,Glenn Murray,Alireza Jahanbakhsh","Dale Stephens,Martín Montoya,Solly March","77,77,83","Ezequiel Schelotto,Yves Bissouma,Glenn Murray","77,77,83","Adam Webster,Dale Stephens",,"Kasper Schmeichel,Çaglar Söyüncü,Ricardo Pereira,Ben Chilwell,Jonny Evans,Harvey Barnes,James Maddison,Wilfred Ndidi,Ayoze Pérez,Youri Tielemans,Jamie Vardy","Danny Ward,Wes Morgan,James Justin,Demarai Gray,Marc Albrighton,Dennis Praet,Kelechi Iheanacho","Jonny Evans,Ayoze Pérez,Harvey Barnes","62,70,78","Wes Morgan,Dennis Praet,Demarai Gray","62,70,78",,
Crystal Palace,Liverpool,1-2, Selhurst Park,http://www.premierleague.com/match/46729,2019/20,Wilfried Zaha,82,"Sadio Mané,Roberto Firmino","49,85",Andros Townsend,82,Andrew Robertson,49,31.0,29.0,9.0,8.0,8.0,7.0,3.0,0.0,330.0,510.0,40.0,60.0,16.0,12.0,6.0,4.0,14.0,24.0,544.0,703.0,0.0,1.0,0.0,0.0,Kevin Friend,1574521200000.0,25486.0,4-5-1,4-3-3,Luka Milivojevic,Jordan Henderson,"Vicente Guaita,Patrick van Aanholt,Gary Cahill,Joel Ward,James Tomkins,James McArthur,Cheikhou Kouyaté,Luka Milivojevic,Andros Townsend,Wilfried Zaha,Jordan Ayew","Wayne Hennessey,Scott Dann,Jeffrey Schlupp,Martin Kelly,James McCarthy,Max Meyer,Christian Benteke","Joel Ward,Cheikhou Kouyaté,Jordan Ayew","70,72,76","Martin Kelly,Jeffrey Schlupp,Christian Benteke","70,72,76",,,"Alisson,Virgil van Dijk,Dejan Lovren,Andrew Robertson,Trent Alexander-Arnold,Georginio Wijnaldum,Jordan Henderson,Fabinho,Sadio Mané,Alex Oxlade-Chamberlain,Roberto Firmino","Adrián,Joseph Gomez,Adam Lallana,Naby Keita,James Milner,Divock Origi,Mohamed Salah","Alex Oxlade-Chamberlain,Jordan Henderson,Roberto Firmino","64,79,89","Divock Origi,James Milner,Joseph Gomez","64,79,89",Fabinho,
Everton,Norwich,0-2, Goodison Park,http://www.premierleague.com/match/46730,2019/20,,,"Todd Cantwell,Dennis Srbeny","54,90",,,Teemu Pukki,54,14.0,35.0,7.0,7.0,12.0,11.0,0.0,0.0,401.0,307.0,57.3,42.7,18.0,13.0,7.0,5.0,20.0,18.0,621.0,538.0,3.0,5.0,0.0,0.0,Anthony Taylor,1574521200000.0,39241.0,4-2-3-1,4-2-3-1,Gylfi Sigurdsson,Alexander Tettey,"Jordan Pickford,Yerry Mina,Djibril Sidibé,Lucas Digne,Mason Holgate,Richarlison,Theo Walcott,Gylfi Sigurdsson,Tom Davies,Morgan Schneiderlin,Cenk Tosun","Jonas Lössl,Séamus Coleman,Michael Keane,Beni Baningime,Alex Iwobi,Dominic Calvert-Lewin,Moise Kean","Morgan Schneiderlin,Djibril Sidibé,Theo Walcott","56,66,66","Alex Iwobi,Dominic Calvert-Lewin,Séamus Coleman","56,66,66","Mason Holgate,Morgan Schneiderlin,Séamus Coleman",,"Tim Krul,Sam Byram,Max Aarons,Christoph Zimmermann,Ben Godfrey,Alexander Tettey,Onel Hernández,Tom Trybull,Kenny McLean,Todd Cantwell,Teemu Pukki","Ralf Fährmann,Mario Vrancic,Ibrahim Amadou,Emiliano Buendía,Marco Stiepermann,Patrick Roberts,Dennis Srbeny","Todd Cantwell,Kenny McLean,Teemu Pukki","80,88,90","Emiliano Buendía,Ibrahim Amadou,Dennis Srbeny","80,88,90","Sam Byram,Max Aarons,Christoph Zimmermann,Alexander Tettey,Kenny McLean",
Watford,Burnley,0-3, Vicarage Road,http://www.premierleague.com/match/46733,2019/20,,,"Chris Wood,Ashley Barnes,James Tarkowski","53,82,88",,,,,23.0,29.0,7.0,5.0,14.0,13.0,2.0,2.0,396.0,248.0,61.9,38.1,15.0,11.0,4.0,5.0,11.0,6.0,582.0,422.0,1.0,3.0,0.0,0.0,Paul Tierney,1574521200000.0,19711.0,5-3-2,4-4-2,Etienne Capoue,Ben Mee,"Ben Foster,Craig Dawson,Kiko Femenía,José Holebas,Craig Cathcart,Adrian Mariappa,Will Hughes,Etienne Capoue,Abdoulaye Doucouré,Andre Gray,Gerard Deulofeu","Heurelho Gomes,Dimitri Foulquier,Adam Masina,Nathaniel Chalobah,Tom Dele-Bashiru,Ismaila Sarr,Troy Deeney","Craig Dawson,Andre Gray,Will Hughes","45,56,67","Adam Masina,Troy Deeney,Ismaila Sarr","45,56,67",Andre Gray,,"Nick Pope,James Tarkowski,Phil Bardsley,Charlie Taylor,Ben Mee,Ashley Westwood,Dwight McNeil,Jack Cork,Jeff Hendrick,Chris Wood,Ashley Barnes","Joe Hart,Ben Gibson,Erik Pieters,Matthew Lowton,Aaron Lennon,Robbie Brady,Jay Rodriguez",Chris Wood,75,Jay Rodriguez,75,"James Tarkowski,Ben Mee,Ashley Westwood",
Leicester,Arsenal,2-0, King Power Stadium,http://www.premierleague.com/match/46717,2019/20,"Jamie Vardy,James Maddison","68,75",,,"Youri Tielemans,Jamie Vardy","68,75",,,19.0,15.0,5.0,4.0,10.0,10.0,1.0,2.0,486.0,478.0,50.2,49.8,19.0,8.0,7.0,1.0,19.0,18.0,690.0,673.0,1.0,1.0,0.0,0.0,Chris Kavanagh,1573320600000.0,32209.0,4-1-4-1,3-4-1-2,Kasper Schmeichel,Pierre-Emerick Aubameyang,"Kasper Schmeichel,Jonny Evans,Ben Chilwell,Çaglar Söyüncü,Ricardo Pereira,Ayoze Pérez,Wilfred Ndidi,James Maddison,Harvey Barnes,Youri Tielemans,Jamie Vardy","Danny Ward,James Justin,Wes Morgan,Hamza Choudhury,Marc Albrighton,Demarai Gray,Dennis Praet","Ayoze Pérez,Harvey Barnes","60,74","Demarai Gray,Dennis Praet","60,74",Jonny Evans,,"Bernd Leno,Calum Chambers,David Luiz,Rob Holding,Matteo Guendouzi,Héctor Bellerín,Sead Kolasinac,Lucas Torreira,Pierre-Emerick Aubameyang,Alexandre Lacazette,Mesut Özil","Emiliano Martínez,Sokratis,Bukayo Saka,Kieran Tierney,Joseph Willock,Gabriel Martinelli,Nicolas Pépé","Rob Holding,Lucas Torreira","77,80","Nicolas Pépé,Joseph Willock","77,80",Héctor Bellerín,
Man Utd,Brighton,3-1, Old Trafford,http://www.premierleague.com/match/46719,2019/20,"Andreas Pereira,Scott McTominay,Marcus Rashford","17,19,66",Lewis Dunk,64,"Anthony Martial,Harry Maguire,Anthony Martial","17,19,66",Pascal Groß,64,11.0,14.0,5.0,2.0,10.0,14.0,0.0,4.0,358.0,483.0,42.7,57.3,21.0,6.0,11.0,2.0,24.0,28.0,577.0,707.0,2.0,5.0,0.0,0.0,Jonathan Moss,1573394400000.0,73556.0,4-2-3-1,4-4-2,Harry Maguire,Lewis Dunk,"David de Gea,Harry Maguire,Aaron Wan-Bissaka,Victor Lindelöf,Brandon Williams,Daniel James,Fred,Marcus Rashford,Andreas Pereira,Scott McTominay,Anthony Martial","Sergio Romero,Phil Jones,Marcos Rojo,Jesse Lingard,James Garner,Juan Mata,Mason Greenwood","Andreas Pereira,Brandon Williams,Marcus Rashford,Scott McTominay","70,90,90,90","Jesse Lingard,Marcos Rojo,Mason Greenwood","70,90,90","Brandon Williams,Marcus Rashford",,"Mat Ryan,Martín Montoya,Shane Duffy,Dan Burn,Lewis Dunk,Steven Alzate,Leandro Trossard,Dale Stephens,Davy Pröpper,Neal Maupay,Aaron Connolly","David Button,Leon Balogun,Ezequiel Schelotto,Solly March,Aaron Mooy,Pascal Groß,Glenn Murray","Aaron Connolly,Martín Montoya,Leandro Trossard","45,45,59","Glenn Murray,Solly March,Pascal Groß","45,45,59","Martín Montoya,Dan Burn,Lewis Dunk,Dale Stephens,Davy Pröpper",
Wolves,Aston Villa,2-1, Molineux Stadium,http://www.premierleague.com/match/46724,2019/20,"Rúben Neves,Raúl Jiménez","41,84",Trézéguet,90,"João Moutinho,Adama Traoré","41,84",,,28.0,15.0,6.0,3.0,17.0,8.0,0.0,1.0,385.0,375.0,50.1,49.9,17.0,13.0,5.0,4.0,14.0,20.0,594.0,589.0,4.0,3.0,0.0,0.0,Anthony Taylor,1573394400000.0,31607.0,3-4-3,4-3-3,Conor Coady,Tyrone Mings,"Rui Patrício,Conor Coady,Leander Dendoncker,Romain Saïss,Matt Doherty,Rúben Neves,Jonny,João Moutinho,Adama Traoré,Raúl Jiménez,Diogo Jota","John Ruddy,Maximilian Kilman,Ryan Bennett,Rúben Vinagre,Taylor Perry,Pedro Neto,Patrick Cutrone","Diogo Jota,Rúben Neves,Raúl Jiménez","83,85,90","Pedro Neto,Ryan Bennett,Patrick Cutrone","83,85,90","Romain Saïss,Jonny,João Moutinho,Diogo Jota",,"Jed Steer,Tyrone Mings,Matt Targett,Ezri Konsa Ngoyo,Frederic Guilbert,Douglas Luiz,Marvelous Nakamba,John McGinn,Wesley,Anwar El Ghazi,Trézéguet","Ørjan Nyland,Neil Taylor,Ahmed El Mohamady,James Chester,Conor Hourihane,Henri Lansbury,Jonathan Kodjia","Jed Steer,Matt Targett,Marvelous Nakamba","8,45,69","Ørjan Nyland,Neil Taylor,Henri Lansbury","8,45,69","Tyrone Mings,Frederic Guilbert,Marvelous Nakamba",
Liverpool,Man City,3-1, Anfield,http://www.premierleague.com/match/46718,2019/20,"Fabinho,Mohamed Salah,Sadio Mané","6,13,51",Bernardo Silva,78,"Andrew Robertson,Jordan Henderson","13,51",,,27.0,24.0,4.0,13.0,10.0,5.0,3.0,5.0,416.0,507.0,45.0,55.0,12.0,18.0,5.0,3.0,13.0,15.0,609.0,717.0,0.0,2.0,0.0,0.0,Michael Oliver,1573403400000.0,53324.0,4-3-3,4-2-3-1,Jordan Henderson,Fernandinho,"Alisson,Trent Alexander-Arnold,Andrew Robertson,Virgil van Dijk,Dejan Lovren,Fabinho,Jordan Henderson,Georginio Wijnaldum,Mohamed Salah,Sadio Mané,Roberto Firmino","Adrián,Joseph Gomez,Adam Lallana,James Milner,Alex Oxlade-Chamberlain,Naby Keita,Divock Origi","Jordan Henderson,Roberto Firmino,Mohamed Salah","61,79,87","James Milner,Alex Oxlade-Chamberlain,Joseph Gomez","61,79,87",,,"Claudio Bravo,John Stones,Fernandinho,Kyle Walker,Angeliño,Kevin De Bruyne,Ilkay Gündogan,Rodrigo,Raheem Sterling,Bernardo Silva,Sergio Agüero","Scott Carson,João Cancelo,Nicolás Otamendi,David Silva,Phil Foden,Riyad Mahrez,Gabriel Jesus",Sergio Agüero,71,Gabriel Jesus,71,"Rodrigo,Gabriel Jesus",
Norwich,Watford,0-2, Carrow Road,http://www.premierleague.com/match/46721,2019/20,,,"Gerard Deulofeu,Andre Gray","2,52",,,Gerard Deulofeu,52,9.0,36.0,10.0,4.0,7.0,13.0,1.0,0.0,597.0,315.0,65.8,34.2,17.0,12.0,5.0,2.0,18.0,25.0,832.0,522.0,1.0,2.0,0.0,1.0,Andre Marriner,1573243200000.0,27074.0,4-2-3-1,5-3-2,Alexander Tettey,Etienne Capoue,"Tim Krul,Ben Godfrey,Max Aarons,Alexander Tettey,Jamal Lewis,Emiliano Buendía,Tom Trybull,Onel Hernández,Marco Stiepermann,Kenny McLean,Teemu Pukki","Ralf Fährmann,Sam Byram,Ibrahim Amadou,Mario Vrancic,Todd Cantwell,Josip Drmic,Dennis Srbeny","Emiliano Buendía,Marco Stiepermann,Jamal Lewis","62,62,81","Josip Drmic,Todd Cantwell,Mario Vrancic","62,62,81",Mario Vrancic,,"Ben Foster,Craig Dawson,Christian Kabasele,José Holebas,Daryl Janmaat,Craig Cathcart,Abdoulaye Doucouré,Etienne Capoue,Will Hughes,Gerard Deulofeu,Roberto Pereyra","Heurelho Gomes,Kiko Femenía,Adrian Mariappa,Adam Masina,Nathaniel Chalobah,Troy Deeney,Andre Gray","Roberto Pereyra,Gerard Deulofeu,José Holebas","31,70,88","Andre Gray,Adrian Mariappa,Adam Masina","31,70,88","Christian Kabasele,Will Hughes,Adam Masina",
Chelsea,Crystal Palace,2-0, Stamford Bridge,http://www.premierleague.com/match/46716,2019/20,"Tammy Abraham,Christian Pulisic","52,79",,,Willian,52,,,9.0,21.0,7.0,0.0,9.0,17.0,0.0,0.0,572.0,377.0,60.6,39.4,23.0,3.0,5.0,1.0,19.0,19.0,774.0,559.0,3.0,2.0,0.0,0.0,Mike Dean,1573302600000.0,40525.0,4-2-3-1,4-5-1,Willian,Luka Milivojevic,"Kepa Arrizabalaga,Fikayo Tomori,Kurt Zouma,Emerson,Reece James,N'Golo Kanté,Christian Pulisic,Mateo Kovacic,Mason Mount,Willian,Tammy Abraham","Willy Caballero,César Azpilicueta,Andreas Christensen,Billy Gilmour,Olivier Giroud,Callum Hudson-Odoi,Michy Batshuayi","Tammy Abraham,Christian Pulisic,Mason Mount","73,80,87","Michy Batshuayi,Callum Hudson-Odoi,Billy Gilmour","73,80,87","Emerson,Mateo Kovacic,Willian",,"Vicente Guaita,James Tomkins,Gary Cahill,Patrick van Aanholt,Joel Ward,Wilfried Zaha,Andros Townsend,James McArthur,Cheikhou Kouyaté,Luka Milivojevic,Jordan Ayew","Wayne Hennessey,Martin Kelly,Jeffrey Schlupp,Scott Dann,James McCarthy,Jairo Riedewald,Christian Benteke","Joel Ward,James McArthur,Cheikhou Kouyaté","44,70,82","Martin Kelly,Jeffrey Schlupp,James McCarthy","44,70,82","Wilfried Zaha,James McCarthy",
Burnley,West Ham,3-0, Turf Moor,http://www.premierleague.com/match/46715,2019/20,"Ashley Barnes,Chris Wood,Roberto Jiménez (og)","11,44,54",,,"James Tarkowski,Dwight McNeil","11,44",,,21.0,21.0,11.0,4.0,17.0,10.0,7.0,1.0,299.0,459.0,40.0,60.0,14.0,7.0,12.0,4.0,7.0,14.0,496.0,633.0,2.0,1.0,0.0,0.0,Kevin Friend,1573311600000.0,20255.0,4-4-2,4-4-1-1,Ben Mee,Mark Noble,"Nick Pope,James Tarkowski,Ben Mee,Charlie Taylor,Phil Bardsley,Ashley Westwood,Jack Cork,Jeff Hendrick,Dwight McNeil,Ashley Barnes,Chris Wood","Joe Hart,Kevin Long,Matthew Lowton,Erik Pieters,Aaron Lennon,Robbie Brady,Jay Rodriguez","Ashley Barnes,Chris Wood","81,90","Jay Rodriguez,Robbie Brady","81,90","Ben Mee,Ashley Westwood",,"Roberto Jiménez,Ryan Fredericks,Aaron Cresswell,Fabián Balbuena,Issa Diop,Felipe Anderson,Mark Noble,Robert Snodgrass,Declan Rice,Pablo Fornals,Sébastien Haller","David Martin,Angelo Ogbonna,Pablo Zabaleta,Carlos Sánchez,Manuel Lanzini,Albian Ajeti,Andriy Yarmolenko","Mark Noble,Felipe Anderson,Pablo Fornals,Manuel Lanzini","20,56,64,90","Andriy Yarmolenko,Manuel Lanzini,Albian Ajeti","20,56,64",Ryan Fredericks,
Newcastle,Bournemouth,2-1, St. James' Park,http://www.premierleague.com/match/46720,2019/20,"DeAndre Yedlin,Ciaran Clark","42,52",Harry Wilson,14,,,Ryan Fraser,14,31.0,24.0,5.0,4.0,10.0,5.0,4.0,1.0,279.0,559.0,33.9,66.1,21.0,16.0,9.0,4.0,18.0,14.0,485.0,778.0,2.0,0.0,0.0,0.0,Martin Atkinson,1573311600000.0,44424.0,5-4-1,4-4-2,Jamaal Lascelles,Steve Cook,"Martin Dubravka,Jamaal Lascelles,Ciaran Clark,Federico Fernández,Jetro Willems,DeAndre Yedlin,Isaac Hayden,Allan Saint-Maximin,Jonjo Shelvey,Miguel Almirón,Joelinton","Karl Darlow,Paul Dummett,Emil Krafth,Christian Atsu,Matthew Longstaff,Andy Carroll,Dwight Gayle","Jamaal Lascelles,Joelinton,Allan Saint-Maximin","20,83,90","Paul Dummett,Andy Carroll,Christian Atsu","20,83,90","Federico Fernández,Isaac Hayden",,"Aaron Ramsdale,Diego Rico,Adam Smith,Nathan Aké,Steve Cook,Harry Wilson,Philip Billing,Ryan Fraser,Lewis Cook,Callum Wilson,Joshua King","Artur Boruc,Jack Stacey,Simon Francis,Chris Mepham,Dan Gosling,Dominic Solanke,Arnaut Danjuma Groeneveld","Diego Rico,Harry Wilson,Adam Smith","66,66,78","Dominic Solanke,Simon Francis,Arnaut Danjuma Groeneveld","66,66,78",,
Southampton,Everton,1-2, St. Mary's Stadium,http://www.premierleague.com/match/46722,2019/20,Danny Ings,50,"Tom Davies,Richarlison","4,75",,,"Mason Holgate,Djibril Sidibé","4,75",24.0,20.0,5.0,9.0,12.0,12.0,2.0,0.0,345.0,377.0,47.3,52.7,4.0,24.0,3.0,5.0,12.0,23.0,547.0,596.0,1.0,1.0,0.0,0.0,Paul Tierney,1573311600000.0,29754.0,3-4-3,4-2-3-1,James Ward-Prowse,Gylfi Sigurdsson,"Alex McCarthy,Jannik Vestergaard,Jack Stephens,Jan Bednarek,Stuart Armstrong,James Ward-Prowse,Oriol Romeu,Cédric Soares,Danny Ings,Nathan Redmond,Moussa Djenepo","Angus Gunn,Maya Yoshida,Yan Valery,Sofiane Boufal,Kevin Danso,Che Adams,Michael Obafemi","Cédric Soares,Nathan Redmond,Stuart Armstrong","45,81,90","Sofiane Boufal,Che Adams,Michael Obafemi","45,81,90",Sofiane Boufal,,"Jordan Pickford,Yerry Mina,Mason Holgate,Lucas Digne,Djibril Sidibé,Richarlison,Tom Davies,Morgan Schneiderlin,Theo Walcott,Gylfi Sigurdsson,Cenk Tosun","Jonas Lössl,Michael Keane,Leighton Baines,Séamus Coleman,Anthony Gordon,Alex Iwobi,Dominic Calvert-Lewin","Cenk Tosun,Theo Walcott,Richarlison","74,74,89","Alex Iwobi,Dominic Calvert-Lewin,Michael Keane","74,74,89",Djibril Sidibé,
